Input.id,Input.query,annotations_list,gui_indexes_list,relevance,occurances
212,This is good example for information screen,"[(2, 2, 2), (2, 2, 2), (1, 0, 0), (0, 0, 0), (0, 2, 0), (1, 0, 0), (1, 0, 0), (2, 2, 2), (0, 0, 0), (2, 2, 0), (1, 2, 0), (0, 0, 0), (0, 1, 0), (0, 0, 0), (2, 0, 0), (0, 0, 0), (2, 2, 2), (0, 0, 0), (0, 0, 0), (2, 2, 2), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (2, 2, 2), (0, 0, 0), (0, 0, 0), (0, 2, 0), (0, 0, 0), (0, 2, 0)]","[7465, 25336, 12533, 50217, 41306, 12537, 27109, 65912, 36189, 1194, 16361, 13775, 60034, 55433, 6258, 62949, 5504, 49614, 64655, 18484, 49617, 33538, 49607, 49615, 29729, 49609, 6415, 66613, 36206, 66979]","[2, 2, 0, 0, 0, 0, 0, 2, 0, 2, 3, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0]","[[0, 0, 3], [0, 0, 3], [2, 1, 0], [3, 0, 0], [2, 0, 1], [2, 1, 0], [2, 1, 0], [0, 0, 3], [3, 0, 0], [1, 0, 2], [1, 1, 1], [3, 0, 0], [2, 1, 0], [3, 0, 0], [2, 0, 1], [3, 0, 0], [0, 0, 3], [3, 0, 0], [3, 0, 0], [0, 0, 3], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [0, 0, 3], [3, 0, 0], [3, 0, 0], [2, 0, 1], [3, 0, 0], [2, 0, 1]]"
213,search page of dolphin.com,"[(2, 2, 2), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 1, 0), (0, 0, 0), (0, 0, 0), (0, 1, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 1), (0, 0, 0), (0, 0, 0), (0, 0, 1), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 1), (0, 0, 0)]","[7152, 65007, 65015, 13000, 60536, 53442, 26422, 40429, 53438, 26423, 40428, 2131, 65008, 11266, 2144, 69383, 56898, 23574, 65019, 1288, 2134, 68039, 12855, 2139, 43756, 26958, 71632, 18492, 26957, 2142]","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[0, 0, 3], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [2, 1, 0], [3, 0, 0], [3, 0, 0], [2, 1, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [2, 1, 0], [3, 0, 0], [3, 0, 0], [2, 1, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [2, 1, 0], [3, 0, 0]]"
215,share prompt  for a fitness app,"[(2, 0, 2), (1, 0, 1), (0, 1, 0), (0, 0, 1), (0, 1, 0), (0, 0, 0), (0, 0, 1), (0, 0, 0), (0, 0, 0), (0, 0, 1), (0, 0, 0), (1, 0, 0), (0, 0, 1), (0, 0, 0), (1, 1, 0), (0, 1, 1), (0, 0, 0), (0, 0, 0), (1, 1, 1), (0, 0, 0), (0, 0, 0), (1, 1, 1), (0, 0, 0), (1, 0, 0), (0, 1, 1), (0, 0, 0), (0, 0, 0), (1, 1, 2), (1, 0, 1), (1, 0, 0)]","[53967, 43801, 15614, 40150, 43747, 4776, 23410, 19456, 23814, 29021, 23301, 8002, 18350, 17724, 64344, 8251, 15139, 19453, 61616, 13176, 52993, 18465, 28567, 52982, 18460, 17726, 36424, 63472, 57917, 61871]","[2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0]","[[1, 0, 2], [1, 2, 0], [2, 1, 0], [2, 1, 0], [2, 1, 0], [3, 0, 0], [2, 1, 0], [3, 0, 0], [3, 0, 0], [2, 1, 0], [3, 0, 0], [2, 1, 0], [2, 1, 0], [3, 0, 0], [1, 2, 0], [1, 2, 0], [3, 0, 0], [3, 0, 0], [0, 3, 0], [3, 0, 0], [3, 0, 0], [0, 3, 0], [3, 0, 0], [2, 1, 0], [1, 2, 0], [3, 0, 0], [3, 0, 0], [0, 2, 1], [1, 2, 0], [2, 1, 0]]"
220,Overview of a holiday room with pictures and features,"[(2, 0, 0), (0, 0, 0), (1, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (1, 0, 0), (0, 0, 0), (2, 0, 0), (0, 0, 0), (0, 0, 0), (2, 0, 1), (1, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 1), (0, 0, 0), (0, 0, 2), (2, 0, 1), (0, 0, 0), (0, 0, 0), (0, 0, 1), (0, 0, 0), (0, 0, 0), (2, 0, 1), (0, 0, 0), (0, 0, 0), (0, 0, 1)]","[41847, 69221, 53107, 10428, 24047, 53803, 55540, 69219, 46701, 55542, 2078, 8522, 44253, 65190, 53100, 44256, 63616, 46702, 36666, 52914, 46706, 27544, 24046, 36101, 55539, 63615, 46690, 25989, 63612, 46708]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 3, 0, 0, 0]","[[2, 0, 1], [3, 0, 0], [2, 1, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [2, 1, 0], [3, 0, 0], [2, 0, 1], [3, 0, 0], [3, 0, 0], [1, 1, 1], [2, 1, 0], [3, 0, 0], [3, 0, 0], [2, 1, 0], [3, 0, 0], [2, 0, 1], [1, 1, 1], [3, 0, 0], [3, 0, 0], [2, 1, 0], [3, 0, 0], [3, 0, 0], [1, 1, 1], [3, 0, 0], [3, 0, 0], [2, 1, 0]]"
223,keypad dialer theme,"[(1, 2, 2), (2, 2, 2), (2, 2, 2), (2, 2, 2), (1, 1, 1), (2, 2, 2), (2, 2, 2), (2, 2, 2), (1, 0, 0), (2, 2, 2), (2, 2, 2), (1, 0, 0), (2, 2, 2), (2, 2, 2), (2, 2, 2), (2, 1, 2), (2, 2, 2), (2, 1, 2), (2, 2, 2), (0, 0, 0), (1, 0, 2), (2, 1, 0), (0, 0, 0), (1, 0, 1), (1, 2, 2), (1, 2, 2), (1, 0, 1), (1, 2, 2), (1, 1, 1), (1, 0, 1)]","[40339, 25987, 10290, 11769, 65798, 10298, 44866, 10303, 42980, 68016, 61889, 54715, 43322, 65820, 3441, 12738, 41268, 12740, 41266, 62582, 70112, 4625, 46778, 62365, 52024, 49301, 51494, 18053, 8976, 19862]","[2, 2, 2, 2, 1, 2, 2, 2, 0, 2, 2, 0, 2, 2, 2, 2, 2, 2, 2, 0, 3, 3, 0, 1, 2, 2, 1, 2, 1, 1]","[[0, 1, 2], [0, 0, 3], [0, 0, 3], [0, 0, 3], [0, 3, 0], [0, 0, 3], [0, 0, 3], [0, 0, 3], [2, 1, 0], [0, 0, 3], [0, 0, 3], [2, 1, 0], [0, 0, 3], [0, 0, 3], [0, 0, 3], [0, 1, 2], [0, 0, 3], [0, 1, 2], [0, 0, 3], [3, 0, 0], [1, 1, 1], [1, 1, 1], [3, 0, 0], [1, 2, 0], [0, 1, 2], [0, 1, 2], [1, 2, 0], [0, 1, 2], [0, 3, 0], [1, 2, 0]]"
224,veggie medley salad recipe with nutrition and serving information,"[(2, 2, 2), (0, 1, 2), (0, 1, 2), (0, 1, 2), (0, 1, 2), (0, 1, 1), (0, 1, 2), (0, 1, 1), (0, 0, 0), (0, 1, 1), (0, 1, 1), (0, 0, 0), (0, 1, 2), (0, 1, 2), (0, 1, 0), (2, 0, 1), (2, 0, 1), (0, 0, 0), (2, 0, 1), (2, 0, 1), (0, 0, 0), (2, 0, 1), (2, 0, 1), (1, 0, 0), (1, 0, 1), (2, 0, 1), (2, 0, 1), (2, 0, 1), (2, 0, 1), (2, 0, 1)]","[70042, 5255, 6394, 14279, 30136, 36779, 60443, 5258, 36784, 59019, 37164, 15016, 70041, 38680, 34646, 60972, 37170, 37163, 59010, 38678, 15017, 917, 38674, 7770, 6391, 15261, 37167, 30369, 10366, 37166]","[2, 3, 3, 3, 3, 1, 3, 1, 0, 1, 1, 0, 3, 3, 0, 3, 3, 0, 3, 3, 0, 3, 3, 0, 1, 3, 3, 3, 3, 3]","[[0, 0, 3], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 2, 0], [1, 1, 1], [1, 2, 0], [3, 0, 0], [1, 2, 0], [1, 2, 0], [3, 0, 0], [1, 1, 1], [1, 1, 1], [2, 1, 0], [1, 1, 1], [1, 1, 1], [3, 0, 0], [1, 1, 1], [1, 1, 1], [3, 0, 0], [1, 1, 1], [1, 1, 1], [2, 1, 0], [1, 2, 0], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1]]"
227,Menu for a music player app with ten different buttons,"[(0, 2, 2), (2, 0, 1), (2, 0, 1), (1, 0, 1), (2, 0, 1), (2, 0, 1), (0, 0, 0), (2, 0, 1), (2, 0, 1), (1, 0, 1), (0, 0, 1), (1, 0, 1), (2, 0, 2), (2, 0, 1), (1, 0, 1), (1, 0, 2), (1, 0, 1), (1, 0, 2), (1, 0, 2), (1, 0, 1), (2, 0, 2), (1, 0, 1), (2, 0, 1), (2, 0, 2), (1, 0, 2), (0, 0, 1), (1, 0, 2), (0, 0, 2), (0, 0, 0), (2, 0, 2)]","[71867, 31293, 13662, 65682, 43239, 17779, 23240, 43238, 17777, 20499, 17787, 42202, 61924, 38811, 42193, 65678, 13660, 55482, 65680, 49411, 56745, 17776, 13661, 56743, 40378, 42306, 56764, 55665, 45685, 42210]","[2, 3, 3, 1, 3, 3, 0, 3, 3, 1, 0, 1, 2, 3, 1, 3, 1, 3, 3, 1, 2, 1, 3, 2, 3, 0, 3, 0, 0, 2]","[[1, 0, 2], [1, 1, 1], [1, 1, 1], [1, 2, 0], [1, 1, 1], [1, 1, 1], [3, 0, 0], [1, 1, 1], [1, 1, 1], [1, 2, 0], [2, 1, 0], [1, 2, 0], [1, 0, 2], [1, 1, 1], [1, 2, 0], [1, 1, 1], [1, 2, 0], [1, 1, 1], [1, 1, 1], [1, 2, 0], [1, 0, 2], [1, 2, 0], [1, 1, 1], [1, 0, 2], [1, 1, 1], [2, 1, 0], [1, 1, 1], [2, 0, 1], [3, 0, 0], [1, 0, 2]]"
228,voice changer with many buttons,"[(2, 1, 2), (2, 2, 2), (0, 0, 0), (0, 0, 0), (1, 2, 1), (1, 0, 1), (0, 0, 0), (1, 2, 1), (0, 0, 0), (0, 1, 1), (1, 0, 1), (0, 0, 1), (0, 0, 0), (2, 0, 1), (1, 0, 1), (0, 1, 1), (0, 0, 2), (0, 1, 1), (0, 1, 1), (0, 0, 0), (0, 1, 1), (0, 0, 1), (0, 2, 0), (0, 0, 0), (0, 0, 1), (0, 0, 1), (0, 0, 1), (0, 0, 0), (0, 0, 0), (0, 0, 1)]","[45268, 60021, 52822, 18567, 52821, 7077, 61544, 60026, 46993, 64422, 9246, 38430, 44680, 52823, 61197, 22429, 16132, 65590, 32898, 45162, 61201, 53403, 45160, 43372, 38432, 55271, 31727, 27391, 16137, 45489]","[2, 2, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 3, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[0, 1, 2], [0, 0, 3], [3, 0, 0], [3, 0, 0], [0, 2, 1], [1, 2, 0], [3, 0, 0], [0, 2, 1], [3, 0, 0], [1, 2, 0], [1, 2, 0], [2, 1, 0], [3, 0, 0], [1, 1, 1], [1, 2, 0], [1, 2, 0], [2, 0, 1], [1, 2, 0], [1, 2, 0], [3, 0, 0], [1, 2, 0], [2, 1, 0], [2, 0, 1], [3, 0, 0], [2, 1, 0], [2, 1, 0], [2, 1, 0], [3, 0, 0], [3, 0, 0], [2, 1, 0]]"
229,"buy item, image recorder, ads","[(1, 0, 0), (2, 0, 0), (0, 0, 1), (1, 2, 2), (1, 0, 0), (0, 0, 1), (1, 0, 1), (0, 0, 0), (0, 0, 2), (0, 0, 1), (0, 0, 2), (0, 0, 1), (1, 0, 1), (1, 0, 1), (1, 0, 1), (0, 0, 0), (1, 0, 1), (1, 0, 0), (0, 0, 2), (1, 0, 0), (2, 0, 0), (0, 0, 1), (1, 0, 0), (2, 0, 0), (2, 0, 0), (1, 0, 0), (0, 0, 0), (2, 0, 1), (0, 0, 0), (2, 0, 0)]","[40061, 71653, 40672, 20534, 35378, 40673, 14408, 1189, 52570, 40670, 71650, 35376, 35375, 14414, 759, 28589, 14409, 32411, 14412, 44849, 19720, 25601, 57352, 54931, 56374, 20538, 66199, 7074, 58003, 49463]","[0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0]","[[2, 1, 0], [2, 0, 1], [2, 1, 0], [0, 1, 2], [2, 1, 0], [2, 1, 0], [1, 2, 0], [3, 0, 0], [2, 0, 1], [2, 1, 0], [2, 0, 1], [2, 1, 0], [1, 2, 0], [1, 2, 0], [1, 2, 0], [3, 0, 0], [1, 2, 0], [2, 1, 0], [2, 0, 1], [2, 1, 0], [2, 0, 1], [2, 1, 0], [2, 1, 0], [2, 0, 1], [2, 0, 1], [2, 1, 0], [3, 0, 0], [1, 1, 1], [3, 0, 0], [2, 0, 1]]"
230,Sign up screen with user details,"[(2, 2, 2), (2, 2, 1), (0, 0, 0), (0, 2, 0), (1, 1, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 1, 0), (0, 0, 0), (0, 0, 0), (1, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 2, 1), (2, 2, 1), (0, 0, 0), (2, 2, 1), (0, 0, 0), (1, 2, 1), (0, 0, 1), (0, 0, 0), (0, 0, 0), (2, 2, 2), (2, 2, 1), (0, 0, 0), (0, 0, 0), (2, 2, 2)]","[8109, 5887, 10217, 58447, 21439, 10203, 16529, 64902, 16523, 58448, 37665, 48414, 33540, 37681, 33530, 33544, 48289, 21042, 33537, 21438, 33535, 18830, 25079, 27052, 21040, 38656, 38923, 6609, 51030, 55149]","[2, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 0, 2, 0, 1, 0, 0, 0, 2, 2, 0, 0, 2]","[[0, 0, 3], [0, 1, 2], [3, 0, 0], [2, 0, 1], [1, 2, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [2, 1, 0], [3, 0, 0], [3, 0, 0], [2, 1, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [1, 1, 1], [0, 1, 2], [3, 0, 0], [0, 1, 2], [3, 0, 0], [0, 2, 1], [2, 1, 0], [3, 0, 0], [3, 0, 0], [0, 0, 3], [0, 1, 2], [3, 0, 0], [3, 0, 0], [0, 0, 3]]"
231,Login Scren of an app,"[(1, 1, 2), (2, 1, 2), (2, 2, 2), (2, 2, 2), (2, 2, 2), (2, 1, 0), (2, 2, 2), (2, 2, 1), (2, 2, 2), (2, 2, 2), (2, 2, 0), (0, 0, 0), (2, 2, 2), (2, 2, 2), (2, 0, 0), (2, 2, 2), (2, 2, 2), (2, 2, 2), (2, 2, 2), (2, 2, 2), (2, 2, 2), (2, 2, 2), (2, 2, 2), (2, 0, 1), (2, 2, 2), (2, 2, 2), (2, 2, 2), (2, 2, 2), (2, 2, 2), (2, 2, 2)]","[25425, 18556, 69548, 6309, 27869, 20071, 6364, 41124, 42005, 29481, 41118, 39998, 141, 18010, 47741, 31776, 35702, 16241, 22253, 64133, 30102, 35225, 55885, 71940, 15939, 11649, 65903, 1552, 3265, 20151]","[1, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 0, 2, 2, 0, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2]","[[0, 2, 1], [0, 1, 2], [0, 0, 3], [0, 0, 3], [0, 0, 3], [1, 1, 1], [0, 0, 3], [0, 1, 2], [0, 0, 3], [0, 0, 3], [1, 0, 2], [3, 0, 0], [0, 0, 3], [0, 0, 3], [2, 0, 1], [0, 0, 3], [0, 0, 3], [0, 0, 3], [0, 0, 3], [0, 0, 3], [0, 0, 3], [0, 0, 3], [0, 0, 3], [1, 1, 1], [0, 0, 3], [0, 0, 3], [0, 0, 3], [0, 0, 3], [0, 0, 3], [0, 0, 3]]"
231,"research of specific year, month, and day","[(2, 2, 2), (2, 2, 2), (0, 1, 0), (2, 2, 1), (0, 0, 0), (0, 0, 0), (2, 2, 1), (0, 0, 0), (2, 2, 1), (1, 1, 0), (2, 2, 2), (2, 0, 0), (2, 0, 0), (2, 2, 2), (2, 2, 2), (1, 1, 0), (0, 0, 0), (2, 1, 2), (0, 0, 0), (1, 2, 2), (2, 1, 2), (1, 2, 2), (1, 2, 2), (1, 2, 2), (1, 2, 2), (2, 2, 2), (2, 2, 2), (0, 0, 0), (2, 2, 2), (2, 2, 2)]","[3390, 70474, 51219, 51270, 6801, 8113, 12646, 46174, 8106, 45667, 16556, 46576, 15373, 30513, 61994, 48465, 70232, 39820, 3405, 18462, 39822, 49619, 1125, 23430, 49616, 70469, 39818, 61156, 20264, 39826]","[2, 2, 0, 2, 0, 0, 2, 0, 2, 1, 2, 0, 0, 2, 2, 1, 0, 2, 0, 2, 2, 2, 2, 2, 2, 2, 2, 0, 2, 2]","[[0, 0, 3], [0, 0, 3], [2, 1, 0], [0, 1, 2], [3, 0, 0], [3, 0, 0], [0, 1, 2], [3, 0, 0], [0, 1, 2], [1, 2, 0], [0, 0, 3], [2, 0, 1], [2, 0, 1], [0, 0, 3], [0, 0, 3], [1, 2, 0], [3, 0, 0], [0, 1, 2], [3, 0, 0], [0, 1, 2], [0, 1, 2], [0, 1, 2], [0, 1, 2], [0, 1, 2], [0, 1, 2], [0, 0, 3], [0, 0, 3], [3, 0, 0], [0, 0, 3], [0, 0, 3]]"
232,Menu should be in ascending order to make more friendly,"[(2, 0, 1), (2, 0, 1), (2, 2, 2), (2, 2, 2), (0, 0, 2), (1, 0, 0), (2, 0, 2), (2, 1, 1), (2, 2, 1), (0, 0, 0), (0, 1, 2), (0, 2, 0), (0, 0, 0), (0, 1, 0), (0, 1, 0), (0, 0, 0), (0, 0, 0), (0, 0, 1), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 1), (0, 0, 0), (0, 0, 1), (0, 0, 0), (2, 0, 2), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[64028, 19732, 48009, 55037, 60196, 46017, 70807, 60202, 56425, 5706, 46249, 4065, 63752, 68289, 42127, 21013, 54808, 21544, 71818, 18265, 60650, 32975, 64370, 63158, 19426, 6262, 60653, 69000, 22480, 60652]","[3, 3, 2, 2, 0, 0, 2, 1, 2, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0]","[[1, 1, 1], [1, 1, 1], [0, 0, 3], [0, 0, 3], [2, 0, 1], [2, 1, 0], [1, 0, 2], [0, 2, 1], [0, 1, 2], [3, 0, 0], [1, 1, 1], [2, 0, 1], [3, 0, 0], [2, 1, 0], [2, 1, 0], [3, 0, 0], [3, 0, 0], [2, 1, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [2, 1, 0], [3, 0, 0], [2, 1, 0], [3, 0, 0], [1, 0, 2], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0]]"
233,PitchLab,"[(2, 2, 2), (2, 2, 2), (0, 0, 0), (2, 2, 2), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[27641, 27642, 2, 27641, 72218, 3, 24197, 4, 24207, 5, 24206, 6, 24205, 7, 24204, 8, 24203, 9, 24202, 10, 24201, 11, 24200, 13, 24199, 14, 24198, 15, 24196, 16]","[2, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[0, 0, 3], [0, 0, 3], [3, 0, 0], [0, 0, 3], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0]]"
234,a sreen to enter the personal details,"[(2, 2, 2), (2, 2, 2), (2, 2, 2), (2, 2, 2), (2, 2, 2), (2, 2, 2), (2, 2, 2), (1, 1, 0), (0, 0, 0), (2, 2, 2), (1, 0, 1), (1, 1, 1), (0, 0, 0), (2, 1, 0), (0, 0, 0), (2, 1, 1), (2, 1, 2), (2, 1, 0), (0, 2, 0), (1, 2, 0), (2, 2, 2), (0, 0, 0), (0, 0, 0), (0, 0, 0), (2, 1, 1), (2, 2, 2), (2, 1, 2), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[27474, 7033, 49365, 57264, 20780, 2783, 20785, 31142, 32392, 36539, 58129, 15665, 66701, 32505, 23654, 65494, 68242, 46223, 44188, 19978, 58266, 53041, 50422, 20850, 37508, 33244, 18910, 19835, 48806, 49259]","[2, 2, 2, 2, 2, 2, 2, 1, 0, 2, 1, 1, 0, 3, 0, 1, 2, 3, 0, 3, 2, 0, 0, 0, 1, 2, 2, 0, 0, 0]","[[0, 0, 3], [0, 0, 3], [0, 0, 3], [0, 0, 3], [0, 0, 3], [0, 0, 3], [0, 0, 3], [1, 2, 0], [3, 0, 0], [0, 0, 3], [1, 2, 0], [0, 3, 0], [3, 0, 0], [1, 1, 1], [3, 0, 0], [0, 2, 1], [0, 1, 2], [1, 1, 1], [2, 0, 1], [1, 1, 1], [0, 0, 3], [3, 0, 0], [3, 0, 0], [3, 0, 0], [0, 2, 1], [0, 0, 3], [0, 1, 2], [3, 0, 0], [3, 0, 0], [3, 0, 0]]"
237,Account creation with selection menu,"[(2, 1, 2), (1, 0, 2), (0, 0, 1), (1, 0, 0), (1, 0, 0), (0, 0, 0), (0, 0, 0), (1, 0, 2), (0, 1, 0), (0, 0, 0), (2, 0, 0), (1, 1, 0), (0, 0, 0), (1, 0, 1), (1, 0, 2), (1, 0, 1), (2, 1, 1), (1, 0, 2), (0, 0, 1), (1, 1, 1), (0, 0, 2), (1, 0, 1), (2, 1, 1), (2, 1, 1), (1, 0, 1), (1, 0, 1), (2, 1, 1), (1, 0, 1), (1, 0, 2), (2, 1, 1)]","[23798, 12179, 1765, 13200, 23797, 6792, 45925, 7146, 45730, 58885, 40253, 40250, 33127, 10221, 17225, 9449, 23795, 27091, 45843, 59731, 44732, 5136, 100, 33768, 44354, 39148, 69913, 29272, 40342, 14662]","[2, 3, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 0, 1, 3, 1, 1, 3, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 3, 1]","[[0, 1, 2], [1, 1, 1], [2, 1, 0], [2, 1, 0], [2, 1, 0], [3, 0, 0], [3, 0, 0], [1, 1, 1], [2, 1, 0], [3, 0, 0], [2, 0, 1], [1, 2, 0], [3, 0, 0], [1, 2, 0], [1, 1, 1], [1, 2, 0], [0, 2, 1], [1, 1, 1], [2, 1, 0], [0, 3, 0], [2, 0, 1], [1, 2, 0], [0, 2, 1], [0, 2, 1], [1, 2, 0], [1, 2, 0], [0, 2, 1], [1, 2, 0], [1, 1, 1], [0, 2, 1]]"
237,"Search bar with a searching function and entries like home, weather, traffic, radar, closings & delays","[(2, 0, 2), (1, 0, 1), (0, 0, 0), (1, 0, 1), (0, 2, 1), (0, 0, 0), (1, 2, 1), (0, 2, 1), (0, 0, 0), (1, 2, 1), (0, 0, 1), (0, 0, 1), (0, 0, 1), (1, 0, 1), (0, 0, 1), (1, 0, 2), (2, 0, 2), (1, 0, 0), (0, 0, 2), (1, 0, 2), (2, 0, 2), (0, 0, 1), (2, 2, 0), (1, 0, 0), (0, 0, 2), (1, 0, 2), (2, 0, 0), (0, 0, 2), (2, 0, 1), (1, 0, 0)]","[37419, 61241, 7472, 50261, 66173, 65140, 33723, 66183, 55433, 50260, 61243, 46107, 66557, 51517, 65136, 61564, 33209, 26852, 50265, 37417, 33718, 64313, 66177, 55690, 26934, 66546, 31781, 54051, 26447, 11031]","[2, 1, 0, 1, 3, 0, 1, 3, 0, 1, 0, 0, 0, 1, 0, 3, 2, 0, 0, 3, 2, 0, 2, 0, 0, 3, 0, 0, 3, 0]","[[1, 0, 2], [1, 2, 0], [3, 0, 0], [1, 2, 0], [1, 1, 1], [3, 0, 0], [0, 2, 1], [1, 1, 1], [3, 0, 0], [0, 2, 1], [2, 1, 0], [2, 1, 0], [2, 1, 0], [1, 2, 0], [2, 1, 0], [1, 1, 1], [1, 0, 2], [2, 1, 0], [2, 0, 1], [1, 1, 1], [1, 0, 2], [2, 1, 0], [1, 0, 2], [2, 1, 0], [2, 0, 1], [1, 1, 1], [2, 0, 1], [2, 0, 1], [1, 1, 1], [2, 1, 0]]"
238,video show of a tattoo,"[(2, 2, 2), (0, 0, 0), (1, 0, 0), (2, 2, 2), (0, 0, 0), (0, 0, 0), (2, 0, 0), (2, 0, 0), (0, 0, 1), (1, 0, 1), (0, 0, 0), (0, 0, 1), (0, 0, 0), (1, 0, 2), (0, 0, 0), (0, 0, 0), (0, 1, 0), (0, 0, 0), (0, 0, 0), (0, 1, 0), (0, 0, 0), (0, 0, 0), (0, 1, 0), (0, 0, 0), (0, 1, 0), (0, 0, 0), (0, 0, 0), (1, 1, 0), (0, 1, 0), (0, 0, 0)]","[51384, 60584, 60585, 26674, 60588, 46964, 28983, 21751, 60581, 31044, 70830, 12687, 21753, 63467, 56755, 28986, 70825, 28430, 28979, 23419, 37740, 60587, 46962, 37741, 28985, 70826, 71210, 26675, 51375, 63264]","[2, 0, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[[0, 0, 3], [3, 0, 0], [2, 1, 0], [0, 0, 3], [3, 0, 0], [3, 0, 0], [2, 0, 1], [2, 0, 1], [2, 1, 0], [1, 2, 0], [3, 0, 0], [2, 1, 0], [3, 0, 0], [1, 1, 1], [3, 0, 0], [3, 0, 0], [2, 1, 0], [3, 0, 0], [3, 0, 0], [2, 1, 0], [3, 0, 0], [3, 0, 0], [2, 1, 0], [3, 0, 0], [2, 1, 0], [3, 0, 0], [3, 0, 0], [1, 2, 0], [2, 1, 0], [3, 0, 0]]"
